Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,NPeaks0,NPeaks1,NPeaks2,NPeaks3,NPeaks4,NPlateau00,NPlateau01,NPlateau02,NPlateau03,NPlateau04,NPlateau10,NPlateau11,NPlateau12,NPlateau13,NPlateau14,NPlateau20,NPlateau21,NPlateau22,NPlateau23,NPlateau24,NPlateau30,NPlateau31,NPlateau32,NPlateau33,NPlateau34,NPlateau40,NPlateau41,NPlateau42,NPlateau43,NPlateau44,Response
21.0,24.12,18.04,21.04,16.93,22.15,26.11,20.17,22.14,18.85,20.99,24.77,19.23,21.47,17.98,0.15,0.34,0.44,0.44,0.36,0.0,0.11,0.0,0.0,0.09,2.99,0.14,0.04,0.0,0.05,0.06,0.0,2.04,1.07,2.86,3.1,0.1,0.94,0.0,0.03,4.88,2.91,1.17,1.18,0.0,0.89,0.0,0.14,0.09,2.98,caress
20.88,24.17,18.17,21.04,17.06,21.92,25.82,19.9,21.93,19.12,21.12,24.81,19.21,21.41,17.83,0.32,0.53,0.41,0.57,0.5,0.02,0.11,0.0,0.0,0.0,3.15,0.01,0.05,0.0,0.0,0.1,0.17,2.07,1.03,3.16,3.05,0.0,1.02,0.12,0.0,5.18,2.87,0.9,1.14,0.01,1.15,0.0,0.08,0.1,2.92,caress
21.11,23.9,17.83,21.02,16.98,22.15,25.89,20.15,21.87,18.88,21.05,24.9,19.23,21.54,17.96,0.15,0.29,0.26,0.67,0.55,0.0,0.01,0.0,0.08,0.0,3.04,0.0,0.0,0.11,0.01,0.12,0.0,2.02,1.02,2.82,2.94,0.0,1.06,0.0,0.13,5.07,2.93,1.01,1.13,0.0,1.06,0.09,0.19,0.0,3.1,caress
21.14,23.98,17.83,21.01,17.17,21.97,25.95,19.85,21.93,18.9,20.97,25.01,18.99,21.56,17.97,0.09,0.54,0.31,0.62,0.56,0.0,0.0,0.0,0.01,0.02,3.14,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.84,2.98,3.12,0.0,0.83,0.0,0.07,5.16,2.99,1.08,0.99,0.16,1.02,0.0,0.19,0.0,3.03,caress
20.85,24.03,17.84,21.09,16.89,22.04,25.92,19.86,22.07,18.87,20.97,24.87,19.11,21.32,17.74,0.04,0.25,0.12,0.64,0.47,0.14,0.03,0.08,0.06,0.11,2.98,0.02,0.05,0.0,0.09,0.0,0.03,2.17,1.05,3.12,2.97,0.0,1.05,0.0,0.0,4.91,2.89,0.88,0.88,0.0,1.12,0.02,0.11,0.0,3.01,caress
20.98,24.15,17.97,21.03,16.86,21.96,26.06,20.16,21.99,19.08,20.99,24.73,19.05,21.28,18.05,0.06,0.51,0.3,0.44,0.23,0.0,0.0,0.11,0.0,0.0,3.01,0.02,0.0,0.0,0.0,0.1,0.15,2.07,0.88,3.01,3.1,0.15,0.83,0.06,0.16,5.16,3.08,0.85,1.1,0.0,1.17,0.15,0.0,0.0,3.07,caress
21.12,23.9,18.09,21.16,16.99,22.11,26.15,19.93,21.89,18.89,21.22,24.82,19.06,21.36,17.84,0.13,0.28,0.44,0.35,0.53,0.08,0.0,0.0,0.0,0.0,3.15,0.0,0.16,0.13,0.0,0.0,0.0,1.92,1.09,2.93,2.92,0.0,1.01,0.0,0.0,5.05,2.99,1.04,1.08,0.0,0.98,0.0,0.0,0.15,3.04,caress
21.03,23.96,18.96,21.14,16.88,22.98,25.07,20.03,22.09,18.1,21.68,24.78,19.36,21.81,17.38,0.44,0.18,0.28,0.57,0.33,0.12,0.0,0.01,0.0,0.01,0.84,0.0,0.15,0.17,4.03,0.07,0.0,0.83,0.97,1.91,7.88,2.07,0.0,0.0,0.12,4.15,2.03,1.05,1.07,2.93,9.0,0.92,1.0,0.96,0.0,caress
21.04,24.06,18.98,21.13,17.08,22.85,24.88,20.12,22.07,17.95,21.86,25.06,19.06,21.69,17.4,0.54,0.21,0.3,0.32,0.43,0.08,0.0,0.15,0.0,0.0,1.15,0.0,0.0,0.0,3.93,0.0,0.02,0.87,1.13,1.95,7.91,1.97,0.0,0.11,0.0,3.91,2.04,0.93,0.99,2.97,9.09,1.0,0.94,1.02,0.0,caress
21.06,23.98,19.1,20.88,17.05,23.05,24.83,20.05,22.17,17.97,21.81,24.84,19.33,21.54,17.57,0.3,0.33,0.56,0.52,0.4,0.13,0.0,0.0,0.0,0.0,0.94,0.16,0.0,0.0,3.83,0.11,0.05,1.07,1.16,1.94,7.98,2.06,0.12,0.03,0.0,4.08,1.85,1.08,0.84,2.95,9.13,0.89,0.96,0.88,0.01,caress
20.84,24.0,19.12,20.84,16.91,23.16,25.05,20.09,21.92,17.91,21.87,24.9,19.1,21.76,17.4,0.44,0.17,0.41,0.44,0.47,0.0,0.0,0.0,0.0,0.14,1.1,0.09,0.0,0.12,3.86,0.17,0.0,1.11,1.08,2.14,7.84,2.06,0.0,0.0,0.07,3.97,1.97,0.9,0.97,3.09,9.18,1.04,0.97,0.82,0.08,caress
21.02,23.91,18.83,21.05,16.83,22.91,24.96,19.95,22.02,18.08,21.64,24.9,19.02,21.55,17.3,0.35,0.28,0.38,0.31,0.59,0.0,0.1,0.0,0.0,0.0,0.82,0.0,0.0,0.0,3.95,0.0,0.0,0.94,1.05,2.11,8.15,2.1,0.0,0.15,0.0,3.99,2.12,1.08,1.06,2.85,8.88,0.86,1.12,1.17,0.16,caress
20.9,23.99,19.06,20.88,17.04,22.99,25.01,20.02,21.94,18.14,21.91,24.8,19.2,21.68,17.42,0.38,0.37,0.24,0.3,0.35,0.0,0.02,0.0,0.01,0.0,0.95,0.0,0.09,0.0,4.15,0.0,0.14,1.15,0.87,2.03,8.1,1.93,0.0,0.0,0.16,4.0,1.84,0.98,0.88,2.97,8.88,1.16,1.12,1.03,0.0,caress
20.98,24.1,19.01,20.93,16.87,22.91,25.13,20.01,22.0,18.1,21.96,24.98,19.02,21.55,17.27,0.39,0.2,0.48,0.31,0.49,0.1,0.02,0.0,0.04,0.1,1.07,0.08,0.0,0.01,4.11,0.0,0.0,1.14,0.84,2.04,8.12,2.12,0.0,0.16,0.0,4.05,2.07,0.86,1.11,2.98,9.02,0.98,0.83,0.92,0.16,caress
21.02,24.1,19.09,21.05,16.94,22.92,24.82,20.11,22.13,18.07,21.63,24.96,19.12,21.73,17.25,0.37,0.4,0.24,0.53,0.34,0.09,0.0,0.01,0.01,0.0,0.85,0.03,0.01,0.05,4.05,0.0,0.0,1.01,0.88,2.14,7.87,2.12,0.1,0.0,0.04,4.04,2.1,1.0,1.01,2.86,9.07,0.85,0.97,0.92,0.0,caress
20.91,23.94,19.18,20.89,17.03,23.15,25.04,19.86,21.95,18.0,21.82,24.73,19.05,21.58,17.5,0.43,0.31,0.3,0.52,0.43,0.0,0.08,0.03,0.0,0.0,1.13,0.0,0.07,0.02,4.06,0.09,0.0,0.95,0.85,2.05,7.9,1.91,0.0,0.0,0.09,4.09,2.07,0.95,0.95,3.05,8.86,1.02,1.08,0.97,0.0,caress
21.02,24.05,19.16,20.83,16.99,23.13,25.02,20.18,21.85,18.05,21.88,24.96,19.31,21.83,17.45,0.54,0.35,0.29,0.56,0.49,0.0,0.15,0.13,0.14,0.0,0.86,0.0,0.0,0.02,3.9,0.14,0.15,1.16,1.07,1.86,8.09,1.95,0.0,0.0,0.09,4.13,2.16,0.86,0.84,2.98,8.89,0.83,0.88,0.96,0.06,caress
20.93,23.87,17.89,20.89,17.02,22.09,25.09,19.96,21.97,18.09,21.88,24.82,19.1,21.84,17.22,0.36,0.21,0.46,0.32,0.55,0.0,0.0,0.0,0.16,0.11,1.06,0.07,1.02,0.0,2.16,0.0,0.01,0.11,1.06,2.92,2.1,1.15,0.0,0.09,2.01,3.95,1.12,1.07,2.09,2.92,4.95,5.17,0.0,0.0,0.08,caress
21.06,23.83,17.92,20.99,16.87,21.94,25.18,20.07,21.87,17.89,21.54,25.01,19.07,21.84,17.34,0.38,0.3,0.29,0.49,0.66,0.0,0.06,0.0,0.15,0.08,1.14,0.0,1.07,0.06,2.03,0.04,0.0,0.17,1.16,3.02,2.18,1.0,0.06,0.12,2.07,4.14,1.06,0.83,2.09,3.16,5.15,5.06,0.0,0.02,0.0,caress
21.06,23.84,17.85,20.96,17.07,22.15,25.07,20.06,22.1,17.93,21.61,25.0,18.94,21.86,17.43,0.53,0.39,0.44,0.34,0.66,0.05,0.0,0.0,0.13,0.0,1.16,0.14,1.11,0.02,2.03,0.0,0.0,0.0,0.98,3.17,1.88,0.89,0.15,0.03,2.04,3.9,0.97,1.12,2.11,3.08,4.85,5.1,0.0,0.0,0.17,caress
20.95,23.93,18.15,20.89,17.09,21.89,24.83,20.15,21.92,17.83,21.66,25.02,19.26,21.77,17.42,0.33,0.12,0.53,0.38,0.5,0.17,0.0,0.0,0.0,0.0,0.82,0.0,1.02,0.17,2.17,0.0,0.09,0.04,1.12,3.07,1.86,0.98,0.0,0.0,1.85,3.95,0.92,0.9,2.16,3.01,5.02,5.07,0.0,0.0,0.0,caress
21.11,23.91,17.89,21.14,17.08,21.89,25.17,20.05,21.88,18.17,21.62,24.9,19.19,21.55,17.18,0.4,0.34,0.54,0.46,0.54,0.0,0.0,0.0,0.08,0.0,0.91,0.03,1.17,0.0,1.96,0.11,0.0,0.02,0.89,2.83,1.89,1.13,0.02,0.13,2.11,3.83,1.02,0.94,1.86,3.03,5.07,5.04,0.16,0.0,0.12,caress
20.87,23.84,17.85,21.1,17.17,21.89,24.95,20.03,22.17,18.04,21.69,24.85,19.22,21.75,17.24,0.49,0.25,0.43,0.24,0.63,0.0,0.0,0.0,0.0,0.13,1.05,0.05,0.95,0.0,2.0,0.16,0.0,0.0,0.94,2.95,2.09,0.84,0.12,0.0,1.91,4.02,1.09,1.01,2.0,3.08,4.96,5.04,0.02,0.05,0.0,caress
20.84,24.07,17.98,21.03,17.05,21.83,25.07,19.93,21.86,17.97,21.71,25.03,19.28,21.61,17.25,0.53,0.19,0.35,0.43,0.45,0.0,0.0,0.15,0.0,0.09,1.13,0.1,0.93,0.0,1.99,0.0,0.0,0.0,1.11,2.93,1.82,1.02,0.05,0.0,2.15,4.09,1.13,1.16,2.11,2.88,4.99,5.12,0.0,0.08,0.08,caress
20.88,24.01,18.11,21.08,17.06,21.9,25.12,20.15,22.11,17.82,21.63,25.07,19.08,21.77,17.25,0.4,0.45,0.53,0.45,0.65,0.0,0.1,0.0,0.0,0.0,0.84,0.0,1.07,0.0,2.1,0.0,0.07,0.15,0.93,3.11,1.92,0.99,0.0,0.0,2.06,3.83,1.03,0.95,1.82,2.96,4.97,5.04,0.0,0.0,0.02,caress
20.84,23.99,17.83,21.16,16.9,22.01,24.94,19.93,21.96,18.16,21.54,24.78,19.15,21.53,17.46,0.27,0.17,0.35,0.3,0.5,0.1,0.19,0.0,0.0,0.17,1.08,0.13,0.87,0.02,2.17,0.0,0.02,0.0,1.05,3.01,1.99,1.02,0.0,0.04,2.11,4.08,1.06,0.99,1.96,2.84,4.95,4.98,0.0,0.08,0.0,caress
20.85,24.06,18.02,20.94,16.88,22.15,24.83,19.97,22.14,17.92,21.57,24.79,19.22,21.78,17.44,0.41,0.45,0.34,0.43,0.41,0.0,0.17,0.0,0.0,0.0,1.15,0.07,0.99,0.0,2.05,0.11,0.0,0.02,0.94,3.09,2.12,1.02,0.0,0.0,2.02,3.9,0.97,0.92,2.06,3.02,4.88,4.92,0.17,0.02,0.12,caress
21.06,24.9,18.97,21.08,16.92,22.11,25.89,20.13,21.92,18.09,21.27,25.03,19.12,21.86,17.29,0.39,0.3,0.32,0.42,0.33,0.0,0.0,0.08,0.15,0.19,6.86,1.16,0.0,1.14,0.0,5.91,0.0,0.11,0.0,0.09,4.17,0.05,0.0,0.06,0.0,4.92,2.83,2.16,2.9,0.13,9.97,1.11,0.0,0.0,0.0,caress
20.93,24.87,18.87,20.93,16.93,22.13,25.97,19.89,22.12,17.92,21.21,24.92,19.26,21.66,17.28,0.39,0.17,0.33,0.49,0.54,0.08,0.0,0.14,0.18,0.0,7.03,1.01,0.0,1.1,0.0,6.08,0.05,0.04,0.0,0.0,4.15,0.0,0.0,0.0,0.11,4.94,2.84,2.08,3.09,0.08,9.88,0.98,0.12,0.04,0.04,caress
21.1,25.02,19.0,21.04,16.83,21.92,26.1,19.94,22.08,18.15,21.47,25.25,19.0,21.82,17.16,0.31,0.36,0.38,0.49,0.52,0.0,0.0,0.0,0.0,0.1,7.09,0.91,0.0,1.0,0.0,5.88,0.15,0.13,0.0,0.11,3.93,0.0,0.0,0.1,0.0,4.87,2.98,1.86,2.98,0.0,9.84,0.99,0.0,0.0,0.07,caress
20.96,24.87,19.17,21.03,16.92,21.94,26.07,19.99,21.94,17.91,21.48,25.22,18.94,21.66,17.04,0.38,0.13,0.49,0.31,0.28,0.0,0.0,0.0,0.02,0.16,6.93,1.02,0.09,0.89,0.17,6.07,0.12,0.0,0.0,0.18,3.9,0.13,0.15,0.15,0.0,4.88,2.9,2.1,3.08,0.12,10.15,1.18,0.08,0.0,0.0,caress
21.1,25.14,19.03,21.09,17.0,21.86,25.91,19.85,22.11,17.83,21.28,25.23,19.27,21.7,17.3,0.26,0.43,0.48,0.67,0.52,0.0,0.0,0.17,0.0,0.06,7.11,0.94,0.01,0.92,0.0,6.07,0.01,0.15,0.13,0.0,3.87,0.0,0.0,0.0,0.0,5.1,2.86,2.13,2.99,0.16,9.94,1.03,0.11,0.0,0.0,caress
21.06,24.89,18.94,21.15,16.94,22.06,25.93,19.86,21.92,17.89,21.14,25.08,19.21,21.82,17.31,0.24,0.19,0.21,0.65,0.31,0.0,0.0,0.0,0.0,0.0,6.89,1.04,0.0,0.91,0.06,6.16,0.0,0.0,0.15,0.0,3.94,0.0,0.0,0.0,0.0,4.94,3.07,1.91,2.83,0.06,9.97,1.07,0.11,0.0,0.0,caress
21.1,25.16,19.01,21.08,16.88,22.01,25.86,19.86,21.92,17.92,21.15,25.28,19.22,21.78,17.24,0.44,0.26,0.28,0.35,0.37,0.17,0.0,0.11,0.0,0.0,6.96,0.92,0.0,1.16,0.0,5.91,0.0,0.0,0.12,0.0,3.94,0.03,0.01,0.17,0.04,4.87,2.94,2.11,2.97,0.13,10.05,0.89,0.03,0.0,0.11,caress
21.05,24.92,19.11,21.14,16.94,21.94,25.9,19.92,22.17,18.01,21.25,25.27,19.25,21.56,17.34,0.27,0.15,0.12,0.37,0.36,0.0,0.0,0.0,0.0,0.02,6.86,1.0,0.0,1.0,0.11,6.08,0.0,0.06,0.0,0.0,4.03,0.15,0.01,0.03,0.02,5.09,2.84,1.92,3.13,0.0,10.09,0.9,0.0,0.0,0.0,caress
21.0,25.16,18.85,21.05,17.15,22.14,25.91,20.1,21.91,17.86,21.3,25.18,19.22,21.58,17.16,0.39,0.44,0.18,0.55,0.33,0.07,0.0,0.1,0.0,0.0,7.1,0.89,0.18,1.16,0.09,6.07,0.0,0.0,0.08,0.0,3.84,0.06,0.0,0.01,0.15,5.09,2.99,2.15,3.09,0.03,10.01,1.03,0.02,0.0,0.01,caress
20.85,24.95,18.91,20.86,17.0,21.98,26.02,19.86,22.15,17.82,21.42,25.15,19.09,21.74,17.15,0.39,0.41,0.29,0.5,0.22,0.05,0.0,0.17,0.0,0.0,7.16,0.83,0.0,0.98,0.0,5.89,0.1,0.13,0.0,0.0,3.97,0.0,0.0,0.0,0.0,5.14,2.82,1.82,2.84,0.01,9.83,1.11,0.09,0.02,0.07,caress
19.95,23.91,19.13,21.04,16.93,22.1,26.04,19.87,22.1,17.91,21.16,24.93,19.27,21.7,17.14,0.21,0.44,0.22,0.39,0.55,0.06,0.0,0.12,0.04,0.0,2.83,0.1,0.0,0.12,0.09,2.84,0.14,0.93,0.05,1.0,5.16,0.0,0.01,0.02,0.0,2.89,3.93,3.11,0.17,0.0,9.86,0.82,0.06,0.0,0.02,caress
19.84,23.92,18.98,21.18,17.17,22.07,26.17,20.0,21.87,17.84,20.84,24.83,19.1,21.88,17.34,0.28,0.58,0.31,0.55,0.5,0.0,0.03,0.0,0.04,0.02,3.04,0.0,0.0,0.1,0.0,2.87,0.0,1.05,0.0,0.95,4.93,0.05,0.0,0.12,0.07,2.83,4.09,3.1,0.0,0.14,10.01,1.03,0.05,0.13,0.0,caress
20.08,24.04,18.98,20.98,16.88,21.98,26.03,20.06,21.93,17.95,20.89,24.9,19.15,21.52,17.16,0.39,0.45,0.23,0.26,0.42,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.11,0.03,0.0,2.92,0.05,0.9,0.14,0.88,5.1,0.1,0.0,0.17,0.0,3.12,3.84,2.85,0.07,0.0,10.0,1.12,0.1,0.03,0.0,caress
19.85,24.03,19.02,20.84,16.99,21.83,25.86,19.9,22.02,17.9,21.17,25.02,18.99,21.83,17.14,0.27,0.36,0.4,0.46,0.38,0.15,0.08,0.0,0.07,0.01,3.12,0.0,0.0,0.08,0.13,3.12,0.0,0.94,0.11,1.03,5.17,0.0,0.0,0.0,0.14,3.0,4.03,3.13,0.09,0.15,9.96,0.82,0.17,0.14,0.0,caress
20.02,23.85,19.14,21.14,17.06,21.86,25.83,19.82,22.12,18.03,20.89,25.14,19.04,21.84,17.37,0.45,0.55,0.36,0.31,0.45,0.08,0.0,0.0,0.0,0.0,2.83,0.14,0.0,0.1,0.02,3.13,0.18,0.92,0.07,1.04,5.07,0.09,0.0,0.0,0.03,2.98,4.01,2.91,0.06,0.15,9.98,0.93,0.0,0.12,0.0,caress
19.84,23.98,18.95,20.92,16.85,22.05,26.08,20.0,21.85,17.88,21.15,24.86,18.92,21.83,17.28,0.24,0.34,0.34,0.41,0.35,0.07,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,2.93,0.17,0.91,0.0,0.92,4.9,0.0,0.13,0.0,0.1,3.01,3.89,2.84,0.0,0.1,10.12,0.86,0.0,0.0,0.11,caress
19.89,23.91,19.01,21.07,17.06,22.14,26.13,19.88,22.02,17.99,20.89,24.97,19.09,21.79,17.33,0.12,0.26,0.43,0.48,0.44,0.12,0.0,0.0,0.0,0.03,3.12,0.02,0.01,0.01,0.0,3.0,0.0,1.07,0.0,1.09,4.89,0.0,0.0,0.0,0.0,3.15,4.16,2.91,0.15,0.03,10.12,0.99,0.03,0.11,0.06,caress
19.94,24.13,19.03,21.03,17.16,22.18,26.04,19.9,21.97,17.97,21.01,25.08,19.12,21.64,17.36,0.24,0.51,0.17,0.35,0.34,0.03,0.17,0.0,0.01,0.07,2.97,0.0,0.0,0.15,0.08,2.93,0.09,1.09,0.0,1.14,4.83,0.08,0.05,0.0,0.0,3.06,4.02,2.87,0.0,0.0,10.13,1.17,0.0,0.0,0.05,caress
20.09,23.82,18.94,20.93,17.05,21.96,25.95,19.85,22.06,17.9,21.14,25.09,19.0,21.78,17.22,0.18,0.29,0.4,0.24,0.25,0.18,0.1,0.12,0.11,0.0,3.01,0.15,0.0,0.0,0.08,3.12,0.12,1.09,0.05,0.92,4.89,0.0,0.0,0.01,0.0,2.9,3.98,2.88,0.0,0.0,10.07,0.97,0.0,0.0,0.0,caress
19.89,23.98,19.01,20.96,17.17,22.14,25.87,20.13,22.1,17.82,21.09,25.11,19.27,21.55,17.27,0.26,0.25,0.26,0.38,0.36,0.0,0.0,0.0,0.13,0.11,3.11,0.0,0.05,0.14,0.07,3.07,0.02,0.92,0.0,0.84,4.84,0.0,0.06,0.09,0.15,2.86,4.06,3.09,0.0,0.17,10.13,1.0,0.12,0.02,0.0,caress
21.13,24.09,19.1,20.97,17.16,22.03,25.0,20.09,23.09,17.84,20.92,25.07,19.35,21.87,17.31,0.0,0.41,0.49,0.33,0.45,0.0,0.0,0.11,0.0,0.12,0.83,0.0,0.0,0.18,0.03,0.0,0.0,0.0,1.06,2.96,4.87,2.98,1.87,0.01,0.1,2.94,1.06,1.03,0.0,2.13,6.88,0.93,2.18,1.1,0.09,caress
21.09,23.94,18.91,21.15,16.9,21.99,25.01,19.95,22.87,18.16,21.02,24.78,19.34,21.93,17.37,0.06,0.44,0.46,0.28,0.61,0.05,0.01,0.07,0.04,0.0,1.04,0.0,0.0,0.0,0.16,0.0,0.02,0.0,0.97,3.03,4.97,3.08,2.02,0.0,0.07,3.0,0.92,1.06,0.0,1.91,6.92,1.14,2.1,1.15,0.0,caress
20.86,24.02,19.06,20.93,17.07,21.83,24.94,19.94,22.82,18.04,20.9,24.99,19.42,21.87,17.38,0.0,0.46,0.62,0.34,0.59,0.0,0.0,0.0,0.02,0.0,0.81,0.0,0.0,0.0,0.0,0.07,0.09,0.0,1.07,3.17,5.17,2.87,1.86,0.0,0.0,2.95,0.88,1.07,0.0,1.93,7.17,1.12,1.86,0.92,0.0,caress
21.14,24.15,19.05,21.18,16.88,22.09,24.99,20.09,23.16,17.99,21.16,24.94,19.3,22.05,17.35,0.02,0.47,0.32,0.43,0.33,0.11,0.0,0.0,0.0,0.1,1.12,0.0,0.0,0.0,0.06,0.11,0.0,0.0,0.91,2.87,4.86,2.93,2.01,0.15,0.0,3.05,1.19,1.11,0.1,1.92,6.95,1.04,2.0,1.14,0.05,caress
20.87,24.13,18.98,21.02,17.0,22.06,25.17,19.88,22.99,17.92,21.06,24.93,19.2,22.06,17.57,0.0,0.23,0.37,0.38,0.4,0.0,0.06,0.07,0.0,0.0,0.97,0.0,0.06,0.03,0.1,0.0,0.08,0.0,1.17,3.12,4.82,2.88,2.17,0.0,0.0,2.91,1.05,1.01,0.0,1.85,7.12,0.85,1.85,0.92,0.0,caress
21.1,23.99,18.84,21.07,16.92,21.88,25.07,20.17,22.83,18.17,20.92,24.89,19.29,21.8,17.5,0.16,0.2,0.34,0.24,0.53,0.0,0.01,0.17,0.02,0.02,0.88,0.13,0.0,0.15,0.0,0.1,0.0,0.15,1.01,3.0,4.93,2.9,1.99,0.01,0.09,2.89,0.81,0.89,0.11,1.84,6.9,1.15,1.92,0.96,0.0,caress
20.84,24.12,19.06,20.86,17.08,22.03,25.15,20.13,22.82,18.01,21.0,24.92,19.27,21.89,17.48,0.27,0.34,0.51,0.45,0.35,0.09,0.06,0.08,0.0,0.0,1.06,0.04,0.07,0.09,0.17,0.0,0.02,0.0,1.14,3.11,5.05,3.02,1.91,0.0,0.01,2.91,1.03,0.98,0.0,2.17,6.97,1.16,1.85,0.95,0.0,caress
21.02,24.02,19.0,21.01,17.11,22.08,24.87,19.99,22.85,17.93,21.05,24.92,19.38,21.93,17.35,0.06,0.13,0.48,0.48,0.44,0.11,0.03,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,2.84,4.81,3.0,1.9,0.03,0.15,2.93,1.18,0.96,0.05,1.87,7.12,0.89,2.11,1.18,0.09,caress
20.92,23.91,18.9,21.1,16.9,21.98,25.11,20.12,23.11,18.05,20.99,24.77,19.33,21.93,17.56,0.0,0.18,0.41,0.42,0.46,0.0,0.09,0.1,0.13,0.0,1.19,0.09,0.0,0.0,0.11,0.0,0.1,0.0,1.13,3.13,4.9,2.99,2.04,0.12,0.0,3.06,0.94,0.83,0.0,1.98,6.86,1.02,1.99,0.97,0.0,caress
20.83,24.05,18.89,21.12,16.89,22.01,25.0,20.14,22.87,18.06,21.02,24.83,19.13,22.01,17.53,0.23,0.35,0.46,0.27,0.63,0.16,0.0,0.0,0.12,0.19,1.09,0.0,0.0,0.12,0.12,0.0,0.0,0.1,0.91,3.05,5.08,2.95,1.9,0.06,0.0,2.92,0.82,0.83,0.0,1.99,6.84,0.97,1.96,1.12,0.0,caress
20.05,23.94,19.14,21.1,17.03,22.13,24.94,20.02,21.98,17.82,21.16,24.65,19.32,21.71,17.61,0.07,0.51,0.49,0.26,0.62,0.0,0.0,0.14,0.17,0.0,0.95,0.11,0.16,0.0,0.93,0.0,0.13,1.99,1.04,2.94,6.89,0.99,3.15,0.04,0.16,2.1,1.07,0.91,0.15,3.11,5.9,1.05,2.86,2.06,0.0,caress
20.04,23.94,19.05,20.98,16.98,22.12,25.1,20.13,21.98,18.18,20.92,24.87,19.29,21.74,17.6,0.06,0.36,0.4,0.49,0.67,0.0,0.01,0.0,0.0,0.12,1.15,0.0,0.0,0.15,0.91,0.0,0.16,1.9,0.98,2.88,7.1,0.91,2.98,0.12,0.0,2.14,0.98,1.15,0.0,2.95,5.87,0.82,3.07,1.91,0.0,caress
20.06,24.1,19.03,21.08,16.99,22.02,24.98,19.83,22.16,18.07,21.17,24.64,19.53,21.94,17.52,0.24,0.31,0.61,0.24,0.66,0.07,0.0,0.0,0.0,0.0,0.96,0.15,0.14,0.0,1.0,0.0,0.18,2.07,1.03,2.89,6.9,0.97,2.98,0.17,0.0,1.91,1.04,1.04,0.13,2.99,6.07,1.02,3.03,2.17,0.0,caress
19.97,23.99,19.15,20.94,17.05,21.97,25.12,20.09,22.09,17.88,21.03,24.92,19.56,21.78,17.49,0.34,0.55,0.49,0.29,0.34,0.16,0.13,0.0,0.0,0.0,0.83,0.05,0.0,0.09,0.87,0.0,0.08,1.87,1.12,3.14,7.07,0.91,2.83,0.15,0.16,2.08,0.9,1.06,0.06,3.16,6.17,1.1,3.14,2.01,0.0,caress
19.98,24.07,19.16,20.85,16.95,21.91,25.04,20.06,21.93,17.91,20.96,24.92,19.3,21.91,17.56,0.29,0.34,0.67,0.41,0.66,0.0,0.17,0.13,0.0,0.04,1.16,0.0,0.0,0.0,0.86,0.0,0.0,1.84,1.06,3.01,7.16,0.93,2.86,0.0,0.19,1.88,0.86,1.19,0.17,3.0,5.96,0.85,3.16,1.96,0.0,caress
19.83,23.97,19.01,21.13,17.06,21.87,25.14,20.12,22.06,17.94,21.1,24.78,19.34,21.68,17.57,0.28,0.49,0.42,0.25,0.66,0.0,0.0,0.15,0.0,0.0,1.09,0.0,0.0,0.0,0.99,0.03,0.0,2.15,0.82,2.93,7.08,0.96,2.91,0.02,0.14,1.98,0.86,0.83,0.0,2.87,5.89,1.0,2.88,1.88,0.01,caress
20.04,24.12,19.04,21.16,16.87,21.99,24.89,19.94,22.17,18.1,21.16,24.86,19.28,21.7,17.34,0.05,0.33,0.47,0.5,0.68,0.0,0.03,0.03,0.0,0.12,0.95,0.0,0.0,0.05,1.04,0.0,0.0,2.17,1.02,3.02,6.97,1.05,2.89,0.0,0.0,1.96,0.85,0.84,0.05,2.89,6.01,0.9,2.98,2.11,0.0,caress
19.92,24.03,18.99,21.1,17.0,21.99,25.05,19.95,21.85,18.15,20.94,24.71,19.5,21.79,17.57,0.16,0.33,0.54,0.51,0.44,0.08,0.1,0.03,0.16,0.17,0.92,0.0,0.03,0.16,0.83,0.0,0.0,2.0,0.99,2.88,6.82,0.97,2.93,0.17,0.11,2.11,1.12,1.16,0.18,2.84,6.08,1.17,3.03,2.07,0.06,caress
20.13,24.07,18.92,21.08,17.01,22.17,25.07,19.99,21.9,17.9,20.87,24.72,19.39,21.82,17.5,0.33,0.58,0.48,0.39,0.56,0.04,0.04,0.02,0.0,0.15,1.16,0.03,0.0,0.13,1.0,0.0,0.11,2.17,0.91,2.95,7.16,1.11,3.13,0.13,0.04,1.88,1.09,1.04,0.0,3.01,5.95,1.1,2.91,1.84,0.1,caress
19.86,23.88,18.88,20.94,16.95,21.93,24.93,19.93,21.84,18.06,20.99,24.68,19.37,21.9,17.42,0.18,0.49,0.63,0.36,0.5,0.08,0.0,0.15,0.04,0.07,1.01,0.16,0.06,0.05,0.84,0.1,0.04,2.02,0.86,2.88,6.84,1.01,3.17,0.0,0.03,1.98,1.1,1.03,0.02,2.89,6.07,0.98,3.11,1.84,0.0,caress
